O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-2055.00,"Special Education Teachers, Kindergarten",Supplemental,16
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,17
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-9043.00,"Teaching Assistants, Special Education",Supplemental,18
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,19
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Supplemental,20
25-1081.00,"Education Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Primary-Short,1
25-1081.00,"Education Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Primary-Short,2
25-1081.00,"Education Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Short,3
25-1081.00,"Education Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,4
25-1081.00,"Education Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Short,5
25-1081.00,"Education Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Long,6
25-1081.00,"Education Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Primary-Long,7
25-1081.00,"Education Teachers, Postsecondary",11-9033.00,"Education Administrators, Postsecondary",Primary-Long,8
25-1081.00,"Education Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Long,9
25-1081.00,"Education Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,10
25-1081.00,"Education Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,11
25-1081.00,"Education Teachers, Postsecondary",25-2055.00,"Special Education Teachers, Kindergarten",Supplemental,12
25-1081.00,"Education Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,13
25-1081.00,"Education Teachers, Postsecondary",25-2058.00,"Special Education Teachers, Secondary School",Supplemental,14
25-1081.00,"Education Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,15
25-1081.00,"Education Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,16
25-1081.00,"Education Teachers, Postsecondary",25-2057.00,"Special Education Teachers, Middle School",Supplemental,17
25-1081.00,"Education Teachers, Postsecondary",21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Supplemental,18
25-1081.00,"Education Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,19
25-1081.00,"Education Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,20
25-1082.00,"Library Science Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Short,1
25-1082.00,"Library Science Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Short,2
25-1082.00,"Library Science Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Primary-Short,3
25-1082.00,"Library Science Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,4
25-1082.00,"Library Science Teachers, Postsecondary",25-4022.00,Librarians and Media Collections Specialists,Primary-Short,5
25-1082.00,"Library Science Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Primary-Long,6
25-1082.00,"Library Science Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",Primary-Long,7
25-1082.00,"Library Science Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Long,8
25-1082.00,"Library Science Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,9
25-1082.00,"Library Science Teachers, Postsecondary",25-4031.00,Library Technicians,Primary-Long,10
25-1082.00,"Library Science Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,11
25-1082.00,"Library Science Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,12
25-1082.00,"Library Science Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental,13
25-1082.00,"Library Science Teachers, Postsecondary",43-4121.00,"Library Assistants, Clerical",Supplemental,14
25-1082.00,"Library Science Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Supplemental,15
25-1082.00,"Library Science Teachers, Postsecondary",11-9033.00,"Education Administrators, Postsecondary",Supplemental,16
25-1082.00,"Library Science Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,17
25-1082.00,"Library Science Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Supplemental,18
25-1082.00,"Library Science Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,19
25-1082.00,"Library Science Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,20
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Primary-Short,1
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,2
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Short,3
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Short,4
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Short,5
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Primary-Long,6
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Long,7
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",Primary-Long,8
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Long,9
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,10
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Supplemental,11
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",11-9033.00,"Education Administrators, Postsecondary",Supplemental,12
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,13
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-2058.00,"Special Education Teachers, Secondary School",Supplemental,14
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,15
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental,16
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Supplemental,17
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,18
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Supplemental,19
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,20
25-1112.00,"Law Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Primary-Short,1
25-1112.00,"Law Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Short,2
25-1112.00,"Law Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,3
25-1112.00,"Law Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",Primary-Short,4
25-1112.00,"Law Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Primary-Short,5
25-1112.00,"Law Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Primary-Long,6
25-1112.00,"Law Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Long,7
25-1112.00,"Law Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,8
25-1112.00,"Law Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Long,9
25-1112.00,"Law Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,10
25-1112.00,"Law Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Supplemental,11
25-1112.00,"Law Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,12
25-1112.00,"Law Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Supplemental,13
25-1112.00,"Law Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,14
25-1112.00,"Law Teachers, Postsecondary",11-9033.00,"Education Administrators, Postsecondary",Supplemental,15
25-1112.00,"Law Teachers, Postsecondary",19-3094.00,Political Scientists,Supplemental,16
25-1112.00,"Law Teachers, Postsecondary",23-1011.00,Lawyers,Supplemental,17
25-1112.00,"Law Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Supplemental,18
25-1112.00,"Law Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Supplemental,19
25-1112.00,"Law Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,20
25-1113.00,"Social Work Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,1
25-1113.00,"Social Work Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Short,2
25-1113.00,"Social Work Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Short,3
25-1113.00,"Social Work Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Short,4
25-1113.00,"Social Work Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Primary-Short,5
25-1113.00,"Social Work Teachers, Postsecondary",21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Primary-Long,6
25-1113.00,"Social Work Teachers, Postsecondary",19-3034.00,School Psychologists,Primary-Long,7
25-1113.00,"Social Work Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,8
25-1113.00,"Social Work Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Long,9
25-1113.00,"Social Work Teachers, Postsecondary",19-3041.00,Sociologists,Primary-Long,10
25-1113.00,"Social Work Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,11
25-1113.00,"Social Work Teachers, Postsecondary",25-2055.00,"Special Education Teachers, Kindergarten",Supplemental,12
25-1113.00,"Social Work Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Supplemental,13
25-1113.00,"Social Work Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,14
25-1113.00,"Social Work Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Supplemental,15
25-1113.00,"Social Work Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Supplemental,16
25-1113.00,"Social Work Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,17
25-1113.00,"Social Work Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Supplemental,18
25-1113.00,"Social Work Teachers, Postsecondary",25-2058.00,"Special Education Teachers, Secondary School",Supplemental,19
25-1113.00,"Social Work Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Supplemental,20
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-3021.00,Self-Enrichment Teachers,Primary-Short,1
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Primary-Short,2
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Short,3
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Short,4
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1031.00,"Architecture Teachers, Postsecondary",Primary-Short,5
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,6
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-9031.00,Instructional Coordinators,Primary-Long,7
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",27-2041.00,Music Directors and Composers,Primary-Long,8
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,9
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",27-2032.00,Choreographers,Primary-Long,10
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,11
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,12
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,13
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,14
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Supplemental,15
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental,16
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,17
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Supplemental,18
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Supplemental,19
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Supplemental,20
